folderidx,float,profileidx,year,month,day,lat,lon,nlat,nlon,ts1,ts2,ts3,ts4,ts5,ts6,ts7,ts8,ssh_slope,ssh_dir,bath_slope,bath_dir,roughness
2.000000000000000000e+00,2.902594000000000000e+06,8.400000000000000000e+01,2.016000000000000000e+03,9.000000000000000000e+00,1.700000000000000000e+01,-2.958399999999999963e+01,1.001539999999999964e+02,-2.986100000000000065e+01,1.002780000000000058e+02,-7.465434375408004364e+00,-2.736741028393098851e+00,-1.218196599938631497e+00,-2.181440979002999825e+00,-5.147480313319744427e-01,-2.197537795316041320e-01,-1.930681588156000772e-01,9.697128672939050453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,8.500000000000000000e+01,2.016000000000000000e+03,9.000000000000000000e+00,2.800000000000000000e+01,-2.986100000000000065e+01,1.002780000000000058e+02,-2.991100000000000136e+01,1.006059999999999945e+02,-5.935867843158282753e+00,-2.696640282362402274e+00,-7.154213514584371048e-01,-1.900448485861955916e+00,-6.196707721562663140e-01,-6.501033149128409017e-01,-1.629405649973785647e-02,7.537938514020599001e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,8.800000000000000000e+01,2.016000000000000000e+03,1.000000000000000000e+01,2.700000000000000000e+01,-2.989900000000000091e+01,1.013629999999999995e+02,-2.952599999999999980e+01,1.015699999999999932e+02,-5.983728901513786447e+00,-2.730630008802865216e+00,-1.525611377126622203e+00,-1.516019344819536707e+00,-5.619752195249421156e-01,-8.101475645805902293e-01,1.575965856282559793e-02,6.925780392093966453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,8.900000000000000000e+01,2.016000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,-2.952599999999999980e+01,1.015699999999999932e+02,-2.875100000000000122e+01,1.014939999999999998e+02,-4.238140072889819976e+00,-2.723794814929531682e+00,-8.800664761830939709e-01,-1.386734663904186204e+00,-5.399319450863243608e-01,-9.629157133001189361e-01,1.177215700689206584e-01,5.928208567121540096e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.000000000000000000e+01,2.016000000000000000e+03,1.100000000000000000e+01,1.600000000000000000e+01,-2.875100000000000122e+01,1.014939999999999998e+02,-2.804700000000000060e+01,1.019749999999999943e+02,-6.929901125531644723e+00,-2.677476230957278158e+00,-2.030298907219568960e+00,-1.298751070368389549e+00,-4.191136825932794685e-01,-4.466729329687104677e-01,-7.546289040508588619e-02,1.144088872630176112e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.100000000000000000e+01,2.016000000000000000e+03,1.100000000000000000e+01,2.700000000000000000e+01,-2.804700000000000060e+01,1.019749999999999943e+02,-2.794999999999999929e+01,1.025220000000000056e+02,-6.451351372366390002e+00,-2.665547501875084713e+00,-1.678555899893124703e+00,-1.652637903911337691e+00,-4.263754464114561382e-01,-8.950130826163980036e-01,-5.698844988241742737e-02,9.405347492243898433e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.200000000000000000e+01,2.016000000000000000e+03,1.200000000000000000e+01,6.000000000000000000e+00,-2.794999999999999929e+01,1.025220000000000056e+02,-2.868799999999999883e+01,1.028050000000000068e+02,-6.444442073150916883e+00,-2.705623335955388509e+00,-2.121504186320176899e+00,-1.131675029997473381e+00,-4.708607322337269308e-01,-6.875270046968207094e-01,-2.954921985043943919e-02,9.506366413994155051e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.300000000000000000e+01,2.016000000000000000e+03,1.200000000000000000e+01,1.700000000000000000e+01,-2.868799999999999883e+01,1.028050000000000068e+02,-2.949299999999999855e+01,1.025510000000000019e+02,-5.645881459248342615e+00,-2.652418545995947063e+00,-1.860387378821750648e+00,-1.014557521691662911e+00,-4.221675587377944905e-01,-8.043550216890231752e-01,1.179836732812976491e-01,7.804160628875973504e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.400000000000000000e+01,2.016000000000000000e+03,1.200000000000000000e+01,2.600000000000000000e+01,-2.949299999999999855e+01,1.025510000000000019e+02,-2.976399999999999935e+01,1.016419999999999959e+02,-3.854632330487308689e+00,-2.635577911759531933e+00,-1.188124641277218396e+00,-8.630954909663328678e-01,-4.486099775383082244e-01,-1.035333924145698248e+00,2.723025141232994772e-01,4.176279070707484831e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.500000000000000000e+01,2.017000000000000000e+03,1.000000000000000000e+00,5.000000000000000000e+00,-2.976399999999999935e+01,1.016419999999999959e+02,-2.916600000000000037e+01,1.012259999999999991e+02,-3.712643176377188325e+00,-2.564137826776723195e+00,-1.345699866386347532e+00,-5.957079978805377429e-01,-4.135051894966891295e-01,-1.123435596551668914e+00,3.443435739718661015e-01,2.939699602647896093e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.600000000000000000e+01,2.017000000000000000e+03,1.000000000000000000e+00,1.500000000000000000e+01,-2.916600000000000037e+01,1.012259999999999991e+02,-2.900199999999999889e+01,1.015990000000000038e+02,-3.484286618998339691e+00,-2.532394258594057757e+00,-1.079553521176655151e+00,-6.090735361248132973e-01,-4.244323070306530443e-01,-1.132799405406255566e+00,3.405524975961344292e-01,3.976961194325118742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.700000000000000000e+01,2.017000000000000000e+03,1.000000000000000000e+00,2.500000000000000000e+01,-2.900199999999999889e+01,1.015990000000000038e+02,-2.905999999999999872e+01,1.017049999999999983e+02,-4.055617590570335551e+00,-2.674352784194956811e+00,-9.436785003967949059e-01,-9.872465937340516584e-01,-5.052591097482677096e-01,-9.342593661296025864e-01,1.906229643532296736e-01,6.747733700684553915e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.800000000000000000e+01,2.017000000000000000e+03,2.000000000000000000e+00,4.000000000000000000e+00,-2.905999999999999872e+01,1.017049999999999983e+02,-2.938200000000000145e+01,1.016929999999999978e+02,-5.465351650584382881e+00,-2.631764788020233059e+00,-1.315298021228772596e+00,-1.216375539141224760e+00,-5.406695738966835751e-01,-7.415354015122384013e-01,3.382818909044871952e-02,8.887392548264932968e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,9.900000000000000000e+01,2.017000000000000000e+03,2.000000000000000000e+00,1.500000000000000000e+01,-2.938200000000000145e+01,1.016929999999999978e+02,-2.999099999999999966e+01,1.019009999999999962e+02,-6.441817635140274056e+00,-2.660755544866344913e+00,-1.714117961271421908e+00,-1.323511723498183024e+00,-5.665956440487355250e-01,-7.228491405145013315e-01,5.544604892548684466e-02,7.132693692567368959e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.000000000000000000e+02,2.017000000000000000e+03,2.000000000000000000e+00,2.500000000000000000e+01,-2.999099999999999966e+01,1.019009999999999962e+02,-3.016000000000000014e+01,1.021419999999999959e+02,-6.795716981992309336e+00,-2.693556863548131286e+00,-1.668095875620697166e+00,-1.520847882595133038e+00,-5.449763706403143448e-01,-4.043448503667562144e-01,-9.779191972224571261e-02,9.445776600772317622e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.010000000000000000e+02,2.017000000000000000e+03,3.000000000000000000e+00,7.000000000000000000e+00,-3.016000000000000014e+01,1.021419999999999959e+02,-2.996099999999999852e+01,1.023550000000000040e+02,-6.305285571259185318e+00,-2.727335203549130949e+00,-1.342244338909494905e+00,-1.572348637664375159e+00,-5.698306987586173600e-01,-4.159092452792772510e-01,-9.992283680503639964e-02,9.700142298278456865e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.020000000000000000e+02,2.017000000000000000e+03,3.000000000000000000e+00,1.600000000000000000e+01,-2.996099999999999852e+01,1.023550000000000040e+02,-2.982999999999999829e+01,1.027009999999999934e+02,-6.797499088183728944e+00,-2.730179086976379121e+00,-1.579208303421381521e+00,-1.530669446322478811e+00,-5.860215437343719858e-01,-2.435730109673389931e-01,-7.098744515889049422e-02,9.440509355503442501e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.030000000000000000e+02,2.017000000000000000e+03,3.000000000000000000e+00,2.600000000000000000e+01,-2.982999999999999829e+01,1.027009999999999934e+02,-2.995100000000000051e+01,1.034419999999999931e+02,-6.854802875712308285e+00,-2.746824010411342609e+00,-1.461296728882007123e+00,-1.875798066339585679e+00,-5.109426900143845263e-01,-4.003011712192102167e-01,-2.547743491042632827e-02,8.326222598102079875e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.040000000000000000e+02,2.017000000000000000e+03,4.000000000000000000e+00,5.000000000000000000e+00,-2.995100000000000051e+01,1.034419999999999931e+02,-2.978099999999999881e+01,1.039519999999999982e+02,-6.526386413864980973e+00,-2.806311271727176315e+00,-1.209217741495310694e+00,-2.084131405059033160e+00,-5.108773834463514740e-01,-4.088983057216799555e-01,-1.253014640531676382e-01,8.891948537302269973e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.050000000000000000e+02,2.017000000000000000e+03,4.000000000000000000e+00,1.600000000000000000e+01,-2.978099999999999881e+01,1.039519999999999982e+02,-2.918700000000000117e+01,1.036530000000000058e+02,-6.595632803978672243e+00,-2.747848978666667996e+00,-1.189113918494252076e+00,-1.963812884447179385e+00,-5.351177714743118319e-01,-3.305006269642894456e-01,-1.661159485434572092e-01,1.002000183659479626e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.060000000000000000e+02,2.017000000000000000e+03,4.000000000000000000e+00,2.600000000000000000e+01,-2.918700000000000117e+01,1.036530000000000058e+02,-2.812999999999999901e+01,1.030070000000000050e+02,-7.365266750277410956e+00,-2.661814902198617716e+00,-1.960351977046854710e+00,-1.344101913860817010e+00,-5.469362791597773832e-01,-4.927695767408270949e-02,-7.649384149399152122e-02,1.116599769279542187e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.070000000000000000e+02,2.017000000000000000e+03,5.000000000000000000e+00,6.000000000000000000e+00,-2.812999999999999901e+01,1.030070000000000050e+02,-2.721499999999999986e+01,1.034030000000000058e+02,-7.530295324010093161e+00,-2.470875915339698636e+00,-2.407507509221105124e+00,-8.770526353421481680e-01,-4.091720420521126611e-01,-5.279083148991839947e-01,1.974191460651457120e-01,9.437578056416495720e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.080000000000000000e+02,2.017000000000000000e+03,5.000000000000000000e+00,1.600000000000000000e+01,-2.721499999999999986e+01,1.034030000000000058e+02,-2.775799999999999912e+01,1.041749999999999972e+02,-6.956771988968664111e+00,-2.480630812756459580e+00,-2.141434934355983088e+00,-9.483497621990872872e-01,-4.051266747593414430e-01,-6.496268783455841911e-01,8.388378099943323563e-02,9.724857761495545594e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.090000000000000000e+02,2.017000000000000000e+03,5.000000000000000000e+00,2.500000000000000000e+01,-2.775799999999999912e+01,1.041749999999999972e+02,-2.886899999999999977e+01,1.034330000000000069e+02,-7.013061313031963451e+00,-2.615131942651624186e+00,-1.950033402184317533e+00,-1.332227926701475829e+00,-4.112732094177384834e-01,-4.458898406921441016e-01,4.124484622024969516e-02,9.374225558538726855e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.100000000000000000e+02,2.017000000000000000e+03,6.000000000000000000e+00,5.000000000000000000e+00,-2.886899999999999977e+01,1.034330000000000069e+02,-2.878300000000000125e+01,1.016170000000000044e+02,-6.966691082604297591e+00,-2.606581433630607680e+00,-2.086567936649190713e+00,-9.536444793222551564e-01,-5.176662157889460047e-01,-3.079837312760713153e-01,3.519941487246047024e-02,8.491764020525156553e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.110000000000000000e+02,2.017000000000000000e+03,6.000000000000000000e+00,1.400000000000000000e+01,-2.878300000000000125e+01,1.016170000000000044e+02,-2.776300000000000168e+01,1.019539999999999935e+02,-5.254893460372481506e+00,-2.544589105045978794e+00,-1.903814998173907647e+00,-2.160107520580256957e-01,-4.673419996101445539e-01,-4.245985306377099699e-01,2.311386928382773709e-01,6.206317924011760523e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.120000000000000000e+02,2.017000000000000000e+03,6.000000000000000000e+00,2.500000000000000000e+01,-2.776300000000000168e+01,1.019539999999999935e+02,-2.881400000000000006e+01,1.015040000000000049e+02,-3.249503908525097629e+00,-2.303554264989105427e+00,-2.115889443390431612e+00,1.256872734134796277e+00,-9.257386645355672461e-02,2.874634724651939366e-01,2.870665433658263765e-01,3.133446521112411842e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.130000000000000000e+02,2.017000000000000000e+03,7.000000000000000000e+00,5.000000000000000000e+00,-2.881400000000000006e+01,1.015040000000000049e+02,-2.784700000000000131e+01,1.010019999999999953e+02,-4.724931413509777300e+00,-2.454642417186360781e+00,-2.126060463947075707e+00,4.518103253346154036e-01,-3.326970298402068260e-01,-1.048970428211630085e-01,4.360665433801012014e-01,3.363071167123936611e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.140000000000000000e+02,2.017000000000000000e+03,7.000000000000000000e+00,1.500000000000000000e+01,-2.784700000000000131e+01,1.010019999999999953e+02,-2.856099999999999994e+01,1.018569999999999993e+02,-5.122813458754474247e+00,-2.371520135957666309e+00,-2.651628576500488776e+00,8.233823390093145678e-01,-2.932113216363378405e-01,-1.484106318587315176e-01,4.604697743048813963e-01,3.408417915752105509e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.150000000000000000e+02,2.017000000000000000e+03,7.000000000000000000e+00,2.500000000000000000e+01,-2.856099999999999994e+01,1.018569999999999993e+02,-2.935500000000000043e+01,1.009950000000000045e+02,-5.661584115846205023e+00,-2.495051021474921971e+00,-1.630744548962983709e+00,-6.364031358417318041e-01,-4.628476161745245787e-01,-4.270087965322860724e-01,1.793212765814327647e-01,8.241945699198138797e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.160000000000000000e+02,2.017000000000000000e+03,8.000000000000000000e+00,3.000000000000000000e+00,-2.935500000000000043e+01,1.009950000000000045e+02,-2.838599999999999923e+01,1.000510000000000019e+02,-6.841697918638838694e+00,-2.499767933396553232e+00,-2.047997782534950684e+00,-7.642707284744956198e-01,-5.025838927570086545e-01,-4.776766239907323519e-01,2.213415140741920861e-01,6.878084531050159267e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.170000000000000000e+02,2.017000000000000000e+03,8.000000000000000000e+00,1.300000000000000000e+01,-2.838599999999999923e+01,1.000510000000000019e+02,-2.907499999999999929e+01,1.009459999999999980e+02,-3.961535002774778214e+00,-2.333619695416892181e+00,-1.473534177487867192e+00,-4.882456496256597916e-02,-3.367984770718835397e-01,-8.170258737647710934e-01,4.604841933693345490e-01,2.243829204389924947e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.180000000000000000e+02,2.017000000000000000e+03,8.000000000000000000e+00,2.300000000000000000e+01,-2.907499999999999929e+01,1.009459999999999980e+02,-2.907000000000000028e+01,9.942199999999999704e+01,-5.060427503669501448e+00,-2.461364506015659259e+00,-2.365466426530112631e+00,5.342410211312764723e-01,-3.681354044987595331e-01,-1.507792301849233962e-03,4.421282546160731353e-01,3.604632005839725206e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.210000000000000000e+02,2.017000000000000000e+03,9.000000000000000000e+00,2.200000000000000000e+01,-3.024800000000000111e+01,9.986700000000000443e+01,-3.074800000000000111e+01,9.929999999999999716e+01,-6.354207223932773374e+00,-2.651557886038133915e+00,-1.286739049943057545e+00,-1.461995627163242606e+00,-5.522455613978702882e-01,-4.654983500880147118e-01,1.583614112135920404e-01,6.727151532217203744e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.220000000000000000e+02,2.017000000000000000e+03,1.000000000000000000e+01,2.000000000000000000e+00,-3.074800000000000111e+01,9.929999999999999716e+01,-3.111199999999999832e+01,9.917000000000000171e+01,-6.869810570302434805e+00,-2.692859690176749865e+00,-1.217461303387036953e+00,-1.740741450975118898e+00,-5.840736686182359527e-01,-1.176868055588109890e-01,4.163719964299196497e-02,8.433786535037717247e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.230000000000000000e+02,2.017000000000000000e+03,1.000000000000000000e+01,1.300000000000000000e+01,-3.111199999999999832e+01,9.917000000000000171e+01,-3.119600000000000151e+01,9.972899999999999920e+01,-8.078833353210455925e+00,-2.679940529112498471e+00,-1.367958818680614863e+00,-2.306380046711845822e+00,-5.121968504837528524e-01,-3.064693557329631335e-02,-4.649206415441577839e-02,8.487484839329691999e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.240000000000000000e+02,2.017000000000000000e+03,1.000000000000000000e+01,2.300000000000000000e+01,-3.119600000000000151e+01,9.972899999999999920e+01,-3.113800000000000168e+01,9.996200000000000330e+01,-1.203467168674747612e+01,-2.523646427572273865e+00,-3.564949297834973052e+00,-2.029505756311590137e+00,-5.330247258887981232e-01,1.393396845307786069e+00,1.691198959804997987e-02,1.110384172002776504e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.250000000000000000e+02,2.017000000000000000e+03,1.100000000000000000e+01,2.000000000000000000e+00,-3.113800000000000168e+01,9.996200000000000330e+01,-3.061899999999999977e+01,1.007379999999999995e+02,-9.623863234567121339e+00,-2.649065808765078689e+00,-1.524422906463383853e+00,-2.800298536741393285e+00,-4.287317390375278148e-01,7.787326934605979245e-01,2.337586111931192617e-02,9.021951369221570260e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.260000000000000000e+02,2.017000000000000000e+03,1.100000000000000000e+01,1.200000000000000000e+01,-3.061899999999999977e+01,1.007379999999999995e+02,-2.930099999999999838e+01,9.999899999999999523e+01,-8.592427113934906657e+00,-2.639974945788277516e+00,-1.204951915087491443e+00,-2.431816476185697073e+00,-6.648365847950725716e-01,2.065929072255081600e-01,-1.978305007304259622e-01,9.610379331958003313e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.270000000000000000e+02,2.017000000000000000e+03,1.100000000000000000e+01,2.200000000000000000e+01,-2.930099999999999838e+01,9.999899999999999523e+01,-2.816199999999999903e+01,9.950300000000000011e+01,-8.962913705837095790e+00,-2.578953722361340795e+00,-1.349717310945702575e+00,-2.658614112851055644e+00,-4.308599815628139096e-01,3.838345604135560696e-01,-7.998406143788651390e-02,1.098245023009169152e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.280000000000000000e+02,2.017000000000000000e+03,1.200000000000000000e+01,1.000000000000000000e+00,-2.816199999999999903e+01,9.950300000000000011e+01,-2.762000000000000099e+01,9.907599999999999341e+01,-7.494546898271723379e+00,-2.522728548972926088e+00,-8.665709546515319994e-01,-1.853506541454117640e+00,-7.405207011765916336e-01,-1.996629854688998784e-01,6.735238342003194156e-02,8.764915386170168965e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.290000000000000000e+02,2.017000000000000000e+03,1.200000000000000000e+01,1.100000000000000000e+01,-2.762000000000000099e+01,9.907599999999999341e+01,-2.731299999999999883e+01,9.877100000000000080e+01,-5.535610792430046168e+00,-2.563785628743060041e+00,-2.686015203646359706e-01,-1.724764795501529724e+00,-6.318434623585873489e-01,-6.693228138046365405e-01,2.265807300444072359e-01,6.520259792528281251e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.300000000000000000e+02,2.017000000000000000e+03,1.200000000000000000e+01,2.200000000000000000e+01,-2.731299999999999883e+01,9.877100000000000080e+01,-2.704500000000000171e+01,9.844400000000000261e+01,-5.366568965592859897e+00,-2.572819833386761346e+00,-5.484494135660397118e-01,-1.377341552238731115e+00,-7.254518336488873231e-01,-6.966908888477222339e-01,3.122127502478693195e-01,4.760177590691793137e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.310000000000000000e+02,2.017000000000000000e+03,1.200000000000000000e+01,3.100000000000000000e+01,-2.704500000000000171e+01,9.844400000000000261e+01,-2.666300000000000026e+01,9.850400000000000489e+01,-7.053411272562093437e+00,-2.429218609660785066e+00,-1.229867776926416800e+00,-1.390182390562595405e+00,-6.511508323867544190e-01,-5.241860627372869619e-01,1.141238729776993255e-01,8.821126167189279332e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.320000000000000000e+02,2.018000000000000000e+03,1.000000000000000000e+00,1.100000000000000000e+01,-2.666300000000000026e+01,9.850400000000000489e+01,-2.656700000000000017e+01,9.897700000000000387e+01,-6.943875688497558762e+00,-2.441095110887988362e+00,-1.276753647022625060e+00,-1.360769100360136763e+00,-6.083188114868579577e-01,-4.330429299063251469e-01,4.770068054176539868e-02,9.946212728093636324e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.330000000000000000e+02,2.018000000000000000e+03,1.000000000000000000e+00,2.100000000000000000e+01,-2.656700000000000017e+01,9.897700000000000387e+01,-2.667599999999999838e+01,9.939600000000000080e+01,-7.376145425242379261e+00,-2.392080178565566317e+00,-1.682700494310162442e+00,-1.178427088287190339e+00,-6.658227174348004818e-01,-4.296965071341493081e-01,1.830873447681680699e-01,8.786330707093971126e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.340000000000000000e+02,2.018000000000000000e+03,1.000000000000000000e+00,3.000000000000000000e+01,-2.667599999999999838e+01,9.939600000000000080e+01,-2.722299999999999898e+01,9.964900000000000091e+01,-7.171598358964001996e+00,-2.439367744483522671e+00,-1.630428706257094795e+00,-8.619807474150767979e-01,-5.613002375015458956e-01,-2.074674671139314364e-01,1.885939252167757874e-01,7.978066722418106771e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.902594000000000000e+06,1.350000000000000000e+02,2.018000000000000000e+03,2.000000000000000000e+00,9.000000000000000000e+00,-2.722299999999999898e+01,9.964900000000000091e+01,-2.782100000000000151e+01,9.990999999999999659e+01,-8.740375856431056079e+00,-2.470340597428688501e+00,-2.519061582497207130e+00,-9.440348740514635795e-01,-6.628052217753268582e-01,1.102864891112656162e-02,1.073582421618090449e-02,9.867074776543970360e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
