ts1,ts2,ts3,ts4,ts5,ts6,ts7,ts8,ssh_slope,ssh_dir,bath_slope,bath_dir,roughness,angle,magnitude
-7.053411272562093437e+00,-2.429218609660785066e+00,-1.229867776926416800e+00,-1.390182390562595405e+00,-6.511508323867544190e-01,-5.241860627372869619e-01,1.141238729776993255e-01,8.821126167189279332e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.415001118097169108e+00,3.866833329741551917e-01
-6.943875688497558762e+00,-2.441095110887988362e+00,-1.276753647022625060e+00,-1.360769100360136763e+00,-6.083188114868579577e-01,-4.330429299063251469e-01,4.770068054176539868e-02,9.946212728093636324e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.002399243855852995e-01,4.826437609666150985e-01
-7.376145425242379261e+00,-2.392080178565566317e+00,-1.682700494310162442e+00,-1.178427088287190339e+00,-6.658227174348004818e-01,-4.296965071341493081e-01,1.830873447681680699e-01,8.786330707093971126e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.545021847204748111e-01,4.329457240809719276e-01
-7.171598358964001996e+00,-2.439367744483522671e+00,-1.630428706257094795e+00,-8.619807474150767979e-01,-5.613002375015458956e-01,-2.074674671139314364e-01,1.885939252167757874e-01,7.978066722418106771e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.137577333416444736e+00,6.026757005222632690e-01
-8.740375856431056079e+00,-2.470340597428688501e+00,-2.519061582497207130e+00,-9.440348740514635795e-01,-6.628052217753268582e-01,1.102864891112656162e-02,1.073582421618090449e-02,9.867074776543970360e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159263462857267557e+00,6.524760532004226787e-01
-8.221994237548109652e+00,-2.373381343110733788e+00,-1.727374336906678742e+00,-1.415325894649724470e+00,-5.876604895719602650e-01,-5.208921683377801953e-02,4.837300197983090966e-02,1.038205937179356164e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.668375291776988734e-01,5.992061414905580641e-01
-8.230449761875716419e+00,-2.391892981317939704e+00,-1.826885497796181479e+00,-1.502738337660205703e+00,-6.741785005618159410e-01,-1.212996281365274487e-01,7.143396055442356729e-02,9.260882662266765042e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.439853450612807340e+00,4.518683436577518031e-01
-8.210605165044714937e+00,-2.444999890678832610e+00,-1.582295630047441115e+00,-1.619884528114921229e+00,-6.305734468154795547e-01,-1.879599680386815352e-01,3.444601906786132206e-02,9.703146660077210939e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.106319905352040500e+00,8.406961401124667388e-01
-7.601574697658537438e+00,-2.478003126938611356e+00,-1.735994058376516103e+00,-1.287144853998020588e+00,-7.110012374351574183e-01,-5.252584786366384373e-01,2.110429960621938716e-01,6.105628280109137718e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.535383758930065401e+00,1.142594416230005239e+00
-8.475486496660593616e+00,-2.358636717654821080e+00,-2.329730366002302322e+00,-8.151647550716244472e-01,-7.012255456884554095e-01,2.108725947656385769e-01,2.639786201766551321e-01,9.173674982270667577e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.726857050738183297e+00,9.604217823435747814e-01
-8.327480388041724524e+00,-2.381852388908443086e+00,-2.203005800877276155e+00,-8.438102659508682768e-01,-6.198244793938840758e-01,1.304682354556002677e-01,2.731820667435582717e-01,8.972940614273987592e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.519598983329161435e+00,7.997849711016017382e-01
-8.796331839273939579e+00,-2.225245748970795301e+00,-2.417150854297303475e+00,-9.756664878855847434e-01,-5.823352340150820261e-01,-3.999786241669951031e-02,3.409325688328913029e-01,9.572347255144320055e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.079057170842006030e+00,5.013781008380789883e-01
-7.408565250820868364e+00,-2.296825183717397412e+00,-1.964239379917648298e+00,-7.112071461455662380e-01,-5.152924298634125044e-01,-3.283229146365514439e-01,3.602233098936168942e-01,8.463527423047573217e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.455152997357281208e+00,3.986627647523655060e-01
-6.744264008707762770e+00,-2.256135668339362965e+00,-1.573839823868916410e+00,-5.839866105880878733e-01,-5.267211852997240040e-01,-6.003886761778930437e-01,3.981958665099430972e-01,6.616669451805375912e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.206658699153891012e-01,4.080747480548131412e-01
-6.535684223895674272e+00,-2.268223727170987303e+00,-1.708297606375237088e+00,-3.062278125818439500e-01,-4.998675879813185285e-01,-3.732723772065854595e-01,4.884281494542416779e-01,6.987555089540532505e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.720490064466281499e-01,5.911082811126909808e-01
-6.682585219559042500e+00,-2.152122097710053250e+00,-1.995152970557517502e+00,-2.173945284942304101e-01,-4.392581868417156366e-01,-5.842430972012444546e-01,5.564271824488512541e-01,6.585410043603775465e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.239419114309586512e+00,1.051189802081431202e+00
-7.225954001943871496e+00,-2.289436269385002998e+00,-2.052970853599559220e+00,-5.406578653803222334e-01,-4.948262659075889358e-01,-2.450245795779017188e-01,3.947033428071685113e-01,8.080978365607041081e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.941852305988142069e+00,6.287924935938722371e-01
-7.667366695564338919e+00,-2.350977663170681353e+00,-2.195512553426675950e+00,-5.778982514353618871e-01,-5.520090876061821694e-01,-2.288345462643890937e-01,3.912024722102815377e-01,6.781794797356721638e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.638029315220959514e+00,8.517258948746309066e-01
-8.167316572621375670e+00,-2.342007040902919446e+00,-2.275757727082396542e+00,-8.761571734330845240e-01,-5.907778114901003352e-01,-3.113622458987418407e-01,2.814471363121133218e-01,6.449276200661856473e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.127548633164244141e+00,7.120702212563061462e-01
-6.679161876012420507e+00,-2.331362560505672032e+00,-1.578544195796308669e+00,-9.822048913870071729e-01,-4.426854994672225763e-01,-5.745771817377161028e-01,2.861003054390786615e-01,7.614613574612351110e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.781110755043028071e+00,5.471681642785890531e-01
-5.895898564235269923e+00,-2.362281773661931705e+00,-1.854811172986818191e+00,-2.169433379812880647e-01,-4.298386734050973490e-01,-2.219807621836165923e-01,4.513295406541393828e-01,5.581638848775598571e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.239573795867865424e+00,4.674056054434953533e-01
-5.148231386584739333e+00,-2.289331356402069417e+00,-1.812069987592680675e+00,7.669323681660920877e-03,-3.806836884971541157e-01,-5.524082191066514991e-01,5.723540571859101478e-01,3.722181606549213595e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.852014232497310342e-01,6.911584478250942798e-01
-6.617423342980757184e+00,-2.336286407629137862e+00,-1.544259573312182665e+00,-8.795317216441487229e-01,-4.884100614366523319e-01,-5.978412614972513639e-01,4.028851472724992999e-01,5.256942679893495951e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.315281660416896425e+00,7.260991667809495453e-01
-7.582654950839827102e+00,-2.391281059285556232e+00,-1.738457748603266406e+00,-1.005094865521082736e+00,-5.754033616223042102e-01,-3.311456116994225818e-01,2.800897780529048031e-01,6.164440694200082893e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.616051336711385567e+00,1.221891157182178889e+00
-7.884801553642893701e+00,-2.394516635890816314e+00,-1.727876725565038463e+00,-1.145732923079583410e+00,-5.831142476775176275e-01,-1.892414947624975474e-01,2.223695447855470742e-01,7.704913237385387914e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.364527630632482058e+00,8.485575996949220601e-01
-8.344283802125929128e+00,-2.429472358291196787e+00,-1.560722918532604808e+00,-1.626333824008360240e+00,-6.426549594192159098e-01,-4.794235973783021743e-02,1.356239818292141741e-01,7.906809047742499041e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.931067371033384550e+00,4.680480744538923488e-01
-8.588589798875661430e+00,-2.419381543695532155e+00,-1.687157373443442854e+00,-1.766203043348680835e+00,-6.253715002932738187e-01,-2.732531562498570210e-01,2.061814531788659088e-01,6.098293733619983836e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.201694478752966422e-01,8.420213774007623275e-02
-1.039629160578340894e+01,-2.361750039834296988e+00,-2.107287929640789148e+00,-1.883070797588531242e+00,-5.650385961210291352e-01,3.316732115759677413e-01,-4.022808896881863161e-02,8.916517857892809484e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.795962523238183284e+00,1.836355085488620698e-01
-9.795627085735128858e+00,-2.434181231946930257e+00,-1.980173827676718901e+00,-1.876159250136209877e+00,-5.504504332877244721e-01,3.396606954775781007e-01,-9.298256737580515296e-02,9.963723997294556822e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.493813776164410134e+00,3.640782882842644730e-01
-9.013242768294537299e+00,-2.319576700953329684e+00,-1.773435969253426281e+00,-1.733674268644133543e+00,-6.444595400168933175e-01,-1.338236943985311178e-01,9.088535708613330877e-02,8.567990179264646233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.359317191122174417e+00,5.430994384088426719e-01
-7.653722738117820334e+00,-2.337896118736257023e+00,-1.454166483694405265e+00,-1.741305671242283859e+00,-5.642808049239522727e-01,-8.126746580455290747e-01,2.130991507986538247e-01,5.699627877790737207e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.774179839028688033e+00,4.257757625793160416e-01
-7.300116800523689164e+00,-2.333140799284295852e+00,-1.079744076137492570e+00,-1.757418414234253268e+00,-5.454607712054707624e-01,-8.324171255582883955e-01,2.069745938616124326e-01,6.515638519475182022e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.264540238055821497e+00,3.862874577306391055e-01
-6.465627727377388112e+00,-2.452503369955944645e+00,-1.222333577323017062e+00,-1.505359835857248640e+00,-5.463311411362217207e-01,-7.553497704946381397e-01,2.175204123192673589e-01,6.865180760338551735e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.905527569199582993e-01,2.743610759564934498e-01
-6.243787860638059684e+00,-2.414484837641911241e+00,-1.382521964316278273e+00,-1.162470898478087600e+00,-5.407357808992491188e-01,-8.584219099658152441e-01,3.695440293388808084e-01,5.397104531405253480e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.961564772828477299e-01,2.751817581163317761e-01
-6.904070229430072203e+00,-2.362845638837642870e+00,-1.625954071373803878e+00,-1.232571509247110342e+00,-5.424189443076227191e-01,-6.301998379378646042e-01,2.608662214631988219e-01,8.360144061548941963e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.381667793891305007e-01,7.121011164153654427e-01
-8.922613445407417743e+00,-2.296456050201178822e+00,-2.150970291116919508e+00,-1.459306692597911681e+00,-5.513475411101338430e-01,-4.009153460342940178e-01,1.572619933455829400e-01,8.595804517265269729e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.672179360016994298e-01,5.397517948094228135e-01
-9.174154541281811959e+00,-2.398080411277922597e+00,-2.243201157554493896e+00,-1.491856495260182491e+00,-6.520864436606890191e-01,-1.633363695057311049e-01,7.775663524854695141e-02,8.060647823793711808e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.717559523038355129e+00,4.649989247299400885e-01
-7.529007670734082502e+00,-2.496480740475059523e+00,-1.682046564074302086e+00,-1.713085016801907834e+00,-6.088132401618848721e-01,-5.604181074793274098e-01,-9.629075742964368634e-02,9.038035643640263128e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.403121339461957717e+00,5.125095121068514725e-01
-7.243383212851384201e+00,-2.532941535634946728e+00,-1.717672683524479771e+00,-1.533416028864003522e+00,-6.263899784110559255e-01,-5.178051865531396736e-01,-4.634150519187023309e-02,8.945682000648895738e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.813153235739469959e+00,3.782168690050626836e-01
-7.130700367195942135e+00,-2.526189191207833140e+00,-1.656119772131390500e+00,-1.570246291222165969e+00,-6.279303044531518996e-01,-6.005284818454053042e-01,-2.094925995994484369e-02,8.831022496798467403e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.999202122730131981e+00,1.396173341673641322e-01
-6.867184452714751863e+00,-2.497431728069059886e+00,-1.489980579293130658e+00,-1.593955421641500614e+00,-6.158072433910950494e-01,-5.469408227924640320e-01,3.242926790551045602e-02,8.953792364774739720e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.085869143813702031e+00,1.218031198286803757e-01
-7.338867937115434614e+00,-2.425724599205617338e+00,-1.635158120484237587e+00,-1.712545252013096153e+00,-6.134637684508696953e-01,-7.070498819480534047e-01,9.859735172574467243e-02,7.871369986757585924e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.389406139775574367e+00,2.328196727082996464e-01
-6.637387615107975591e+00,-2.531075601363979022e+00,-1.327796172687281562e+00,-1.673801473221297798e+00,-6.690322074057138968e-01,-6.567026836999233508e-01,8.548660780245187496e-02,7.223895813428957702e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.781193077490256238e-01,1.386830919759176606e-01
-6.541697765861610669e+00,-2.442675958060829267e+00,-1.209252883747745866e+00,-1.653362075053779856e+00,-5.315123381140729464e-01,-6.706419052028330663e-01,1.982666078139291577e-01,7.135747655335205053e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.029375991870339457e-02,3.301514803843953738e-02
-6.167622929294043210e+00,-2.521354521781357327e+00,-1.156200416434934208e+00,-1.564731796443727951e+00,-5.007995539106867566e-01,-5.667658860178061975e-01,1.442364149211557978e-01,7.797770366440650580e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.753965338856358080e+00,1.825431455848146312e-01
-6.315498674711771621e+00,-2.515858839365147759e+00,-1.149926777979469517e+00,-1.701599549016916013e+00,-5.388187196777578514e-01,-6.488214632087668798e-01,1.113471926746127383e-01,7.484300003372088561e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.922510662570941609e+00,1.161077086157542154e-01
-6.095085169879044251e+00,-2.538897867339937164e+00,-1.226858381509478901e+00,-1.416917615210707471e+00,-5.544471489786085838e-01,-4.420500092176874452e-01,1.529838281053052529e-01,7.242270419571593676e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.543480718230159532e+00,1.830682932678400487e-01
-6.408920969172609006e+00,-2.517125365065665310e+00,-1.135691115806071627e+00,-1.668995725889811599e+00,-5.430516090967882903e-01,-5.437630459493658641e-01,8.800921650055590351e-02,7.748456616348947668e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.428188392714476507e-01,1.122942563090472134e-01
-7.014107338047336881e+00,-2.441810704339447469e+00,-1.284752829156561083e+00,-1.781131565636961955e+00,-5.942223613935828652e-01,-6.797513169008425615e-01,7.996608188233730874e-02,7.187576165922913152e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.054732545367194962e+00,2.816842203603164285e-01
-7.217767898909539070e+00,-2.517396405858927544e+00,-1.257293576099086208e+00,-1.883093943768909595e+00,-5.676487127739471283e-01,-3.621326029510456568e-01,4.207266194380770985e-02,8.056501893875019915e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.645741020933444210e+00,2.938247777162433239e-01
-7.769512371200627321e+00,-2.516247861938400998e+00,-1.466968143068133834e+00,-1.992513433442921533e+00,-6.035376571175341542e-01,-4.025384252821032072e-01,9.924695040777653521e-02,6.151189202722529004e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.055147432750780823e+00,3.672410652418883759e-01
-7.902080821297663427e+00,-2.506893490327759544e+00,-1.343208330725205846e+00,-2.101154981340253247e+00,-6.046829446075150383e-01,-3.425768042502289612e-01,6.667282962850497319e-02,6.513804051589291433e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.401007517452090845e+00,3.156865534038507670e-01
-8.033413788991202509e+00,-2.432252488798234413e+00,-1.159810124468567460e+00,-2.326313232991579660e+00,-5.682093112989781147e-01,-3.309376255261836097e-01,-1.173849952475024966e-02,7.945979411754734434e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.150451878794281235e+00,1.661384964419707344e-01
-8.177406310211980056e+00,-2.469592167902081137e+00,-1.192039231678476474e+00,-2.314352688038231243e+00,-5.335321142736511035e-01,-1.630466417169547100e-01,-1.000840449676312083e-01,8.935418253949842793e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.897755167430616785e+00,1.214331091589133799e-01
-8.259966708996451246e+00,-2.458897582467167275e+00,-1.332703799037726622e+00,-2.282810967932886737e+00,-5.518878966046840695e-01,-2.997374976586554274e-01,-4.110688474262652603e-02,7.543030722482275685e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.107148717794067982e+00,1.408722825824857139e-01
-7.558521840672322689e+00,-2.538905151743339861e+00,-1.174398716610142390e+00,-2.196921381417209052e+00,-6.511957084629049763e-01,-3.745669204556180687e-01,5.834793875755377862e-02,5.398734742948789744e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.637049926252737153e+00,2.114639449173337238e-01
-7.500961341146058281e+00,-2.504470979263791364e+00,-9.126325585784721417e-01,-2.372299273831021349e+00,-5.882519764054255917e-01,-3.572267001444624501e-01,-7.991362622011551758e-03,6.899576288505737676e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.053920356208172926e+00,3.278246482496428582e-01
-7.349093890825732167e+00,-2.563153019693935164e+00,-8.189735208586738091e-01,-2.369855629691996590e+00,-6.262213942180526738e-01,-2.311852951506157272e-01,-6.825191270526301257e-02,7.067665986926121580e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.800314886232913025e-01,3.952783829151330641e-01
-7.771560894203494385e+00,-2.549682351595069729e+00,-1.072744533229591068e+00,-2.244907069410128742e+00,-6.976151740466413065e-01,-5.794862978832156925e-02,-6.190147716289082225e-02,6.447009230000775304e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.647697851465689062e-02,2.834519359609325995e-01
-7.290594259773435226e+00,-2.495892289494037186e+00,-7.899982957109989989e-01,-2.378537368350873038e+00,-6.283396907515643726e-01,-4.110499140045125177e-01,-2.431318535482787646e-02,7.168602764844781428e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.085456340072090242e-01,9.470696912054563654e-01
-7.084623377802828692e+00,-2.472208340917283920e+00,-8.579021305860916602e-01,-2.196219184031086069e+00,-6.221973489332471852e-01,-4.985340654197203403e-01,2.766569265230049354e-02,7.467642133883661826e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387946901876375039e+00,8.359354042029796261e-01
-7.493585934931756398e+00,-2.477221546494685178e+00,-1.101466653240750215e+00,-2.266120046877754923e+00,-5.915147428334991409e-01,-3.537595126979899973e-01,-7.310468352362285704e-03,8.750502198544959365e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.107706576899381901e-01,4.552296123935695715e-01
-5.552598599707513571e+00,-2.518717581708210584e+00,-8.350653361531185093e-01,-1.673794443368510576e+00,-6.254714672317170931e-01,-8.253945592396135789e-01,1.531928015566038637e-01,6.450196509686118018e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.592134551047501789e+00,3.280746866187632116e-01
-6.775329333917706975e+00,-2.442849381594910163e+00,-1.088354309683811527e+00,-1.919930485887637817e+00,-6.228321103489280475e-01,-6.718106740971175883e-01,-1.572665314246970286e-02,9.242503490132117916e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.457911110792888376e+00,5.947856756849497772e-01
-6.476580051077678313e+00,-2.441664997214588517e+00,-1.058642376827608755e+00,-1.783736529990238351e+00,-5.663371908893918283e-01,-5.796107349004739895e-01,2.791929415302966608e-02,9.215134862557747830e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.672045437740267371e+00,6.925467493245499595e-01
-6.199184210247110194e+00,-2.502627804357989483e+00,-1.111901707259948191e+00,-1.627986785592646646e+00,-6.288777044025126717e-01,-6.895843426404658638e-01,1.926308941737737979e-01,6.513889379685420256e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.074500913259438528e+00,2.877116612165732112e-01
-5.927036931185904578e+00,-2.678085937815612994e+00,-9.103144190510739087e-01,-2.270244841097285082e+00,-4.843653441385007419e-01,-5.241212678616206100e-01,-5.310603243703886783e-02,8.132908984867434077e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.843747530344591379e+00,2.249022009674456757e-01
-5.723369990564458831e+00,-2.685505579121189257e+00,-7.811793030299905016e-01,-2.171039172938989736e+00,-6.130249965636215270e-01,-6.207102886284605603e-01,-2.929666758698913631e-02,7.353042553879658438e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.048597413324958261e+00,1.938375608596001332e-01
-5.766551902457897505e+00,-2.591963156247663935e+00,-8.936197740020854763e-01,-2.039098920017859307e+00,-6.029062771631632511e-01,-8.812125073315958401e-01,1.032065429883396654e-02,6.410568071831325154e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.340153085545700229e+00,1.322459829257567887e-01
-5.896156987394279625e+00,-2.675616015072233012e+00,-7.649557413373569981e-01,-2.245853148621800965e+00,-5.395696967121720311e-01,-4.683030116108145569e-01,-1.336538676721412133e-01,8.615377220474164099e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.272952180015944235e-01,2.800000000000039679e-01
-6.859063117040785862e+00,-2.566723780785335141e+00,-9.449973346331651536e-01,-2.385715120322974947e+00,-5.593085763236469443e-01,-5.751873005030490038e-01,-1.043603592940667013e-01,8.484755517525760515e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.209129632185063974e+00,4.041447760394785704e-01
-7.617009156557492666e+00,-2.607930849997384559e+00,-1.075139157432151382e+00,-2.488956545345131222e+00,-5.509425702396709701e-01,-4.694059021252379171e-01,-1.638603481085247615e-01,9.640107441509576658e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258391294705747399e+00,6.767569726275465269e-01
-8.510978780342032479e+00,-2.475402205434980463e+00,-1.489227451579218542e+00,-2.501042665497785311e+00,-5.844575064157395694e-01,-2.961504803844392519e-01,-8.036084389352685098e-02,8.305618825830745067e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.683543594024567769e-01,7.468132296632067346e-01
-6.650081379230988077e+00,-2.543236856588944494e+00,-1.013085266502729453e+00,-2.240468528923775793e+00,-5.668189066286035693e-01,-7.436250347822523921e-01,-1.097507772485885602e-01,8.912430556898455203e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.842258073569267962e-01,3.494810438349965631e-01
