ts1,ts2,ts3,ts4,ts5,ts6,ts7,ts8,ssh_slope,ssh_dir,bath_slope,bath_dir,roughness,angle,magnitude
-7.225832400564136115e+00,-3.528922729769133237e+00,-1.742247844195126794e+00,-1.900002960615813752e+00,-4.251478696688313352e-01,-2.798392844283314473e-01,4.792833795778030093e-03,-4.033204291367545880e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.782577128497255359e+00,9.082042171230028105e-01
-7.245375303487107566e+00,-3.095386929434682521e+00,-2.066758140323393000e+00,-1.851923711925858473e+00,-4.551791093056026805e-01,-1.708565666278202277e-01,-1.365139561358329479e-01,2.492010516905590611e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.857030244207737990e+00,6.803820250418161075e-01
-6.493475205548707052e+00,-3.015473903533586242e+00,-1.812661529481791600e+00,-1.881597835966204890e+00,-5.748552044780042003e-01,-6.719542522954982111e-01,-6.488167632074662294e-02,-1.292248290291070356e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.377190516300744294e-01,1.233793438951591215e+00
-8.211003987917136371e+00,-3.136490095829152835e+00,-2.193985839837184759e+00,-2.186977946003329620e+00,-5.606567307905788722e-01,-4.106156743893606964e-01,-8.792821153996403793e-02,-2.530222992134713578e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.297300361351354819e-02,2.672267030070163418e+00
-4.342359854865254221e+00,-3.190663290391734019e+00,-1.128949239005513139e+00,-1.785222817028364828e+00,-5.635926865173852551e-01,-4.328853702091688960e-01,-1.129621375927889471e-01,-1.571368761885376664e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.163506765726752157e-01,8.399567429338254954e-01
-8.233944970243738837e+00,-3.388169346164125351e+00,-3.009918360648868862e+00,-2.902103104003394218e+00,-5.046430637553735998e-01,-5.948827946543422396e-01,-2.333281764693913019e-01,-2.683209614416516842e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.037110712540098900e-01,1.276290425412644591e+00
-8.392159392842998500e+00,-3.300792439077583129e+00,-2.213013555565356505e+00,-3.218869820258531078e+00,-4.696019693645701598e-01,-7.188016972455768538e-01,-1.596746924777906196e-01,-3.218803886638284539e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.049964464828542887e+00,6.973347044282254270e-01
-9.721610413746919477e+00,-3.187886214837708732e+00,-1.863529205854854487e+00,-4.183309662734589374e+00,-1.797671242473003750e-01,-5.923494712334870238e-01,-4.138465259690465303e-01,-2.390254789274711411e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.029258854247326882e+00,1.288572574595621800e+00
-1.248282233258544593e+01,-2.406937687118978708e+00,-9.058821760158041192e-01,-5.294959957613161627e+00,1.982716134258876717e-01,2.722456000593665992e-01,-2.374990441852950496e-01,-2.197590373880967674e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.978298823822152608e+00,8.248435609253416123e-01
-1.255374173463793852e+01,-2.480753335792506675e+00,-1.165099956985486296e+00,-5.531836643438780676e+00,2.224650088258574299e-01,1.705059081114536079e-01,-3.957341083730249176e-01,-2.743489260237464977e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.268085158584298711e+00,8.533941879342725745e-01
-1.031632521741940955e+01,-2.655660692649667087e+00,-2.718815917517571346e-01,-4.743952609799397813e+00,1.624711212590509435e-01,2.436362800093886394e-01,-3.019361607998921060e-01,1.840146108803250302e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.425156334143075743e+00,5.541332150304576487e-01
-1.109751213032111039e+01,-2.558072814778389770e+00,-1.128798592727737748e+00,-5.096909274148673674e+00,9.032483545782377110e-02,-3.804706798516861999e-01,-4.153436229657269663e-01,-3.633086458399285845e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.077000321272739480e+00,3.501301472310006102e-01
-1.094475586761561914e+01,-2.719524651644950719e+00,-1.478252072620014790e+00,-4.664255072334727359e+00,-4.939163066652495215e-02,-2.475831023923580898e-01,-2.115679539806622489e-01,-1.968298901630651521e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.060945182117944086e+00,9.657388881058841523e-01
-9.791019173744862414e+00,-2.731264277769753779e+00,-1.672480165948614816e+00,-3.324193993260954549e+00,-3.028443212518876493e-01,-3.237009613478634140e-01,3.018685505823540671e-01,-2.506920231161932078e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.819116211546237261e-01,5.041181210787832878e-01
-1.006714685419866839e+01,-2.848255873712568498e+00,-2.180192195945174216e+00,-3.853956107034017364e+00,-2.393716469768333022e-01,-5.334195651925767168e-01,-2.681873908494315506e-01,4.795627714076608483e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.945008221453320196e-01,1.415961157659419989e-01
-1.046520962561022472e+01,-2.764921969180393901e+00,-1.973424017900407890e+00,-4.194087205994883938e+00,-1.333085531841552429e-01,-4.851739252878744524e-01,-2.669769870515466548e-01,-6.028966270371707847e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.424755445338196203e-01,3.189209463174194070e-01
-1.266707439478790675e+01,-2.198461656089033767e+00,-5.205474451150171600e-01,-4.451654284077716461e+00,-4.964587974281903238e-01,1.235694361658056378e-01,-3.282083791125265937e-01,-3.106619875619880955e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.143784841574844224e-01,7.887555578251007615e-01
-1.139740320340061430e+01,-2.619445863060025914e+00,-1.973658812492630643e+00,-4.298360886396193514e+00,-8.017683518135519660e-02,-1.707429510143980145e-01,-1.582645387417170868e-01,-6.286559845172672023e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.501752935092591557e-01,6.394053018235021923e-01
-1.191303798978786155e+01,-2.669567597152779470e+00,-2.232953680492062443e+00,-4.186657805393827481e+00,-3.663571770159253227e-02,-4.066966913883747481e-02,-1.549272819315351823e-02,-1.810628948441444230e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.586904276632839617e-01,1.776779671202972366e-01
-1.250742752629470189e+01,-2.407906847903405811e+00,-1.694135812940411601e+00,-4.871349678296994945e+00,1.428669841791863626e-01,-1.546366590335481184e-01,-2.222230739478884276e-01,-9.233485885192505016e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.237455216105054545e-01,1.153759507003050272e-01
-1.262774079275910211e+01,-2.320177074059851741e+00,-9.990658519542041649e-01,-5.232957356179541719e+00,2.603211625524975981e-01,1.440463254650019564e-01,-2.137058377217000704e-01,-1.066400081307810888e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.612103137129908825e+00,3.099644011818125100e-01
-1.201531808532890722e+01,-2.497476190766948712e+00,-1.538151981201140606e+00,-4.696274953639846927e+00,9.098656749076351746e-02,8.946802242899985769e-02,-1.754526711582992671e-01,-3.068324947731064511e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.997031342203475113e+00,1.066928924530594402e+00
-1.196558051594908889e+01,-2.442430198696954324e+00,-1.052720454701342678e+00,-5.037881724302487818e+00,1.707452095542948134e-01,1.713805838902754952e-01,-3.913443039905459830e-01,1.015210087033087821e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.886807178348446357e+00,8.903425857500056884e-01
-1.228421174201496768e+01,-2.395787003935287540e+00,-1.213091895658224839e+00,-4.942778220977955606e+00,1.568985364383230774e-01,1.846658613111583080e-01,-1.699335915684697662e-01,-4.597861908100937811e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.861407220957979725e+00,9.687783079735048375e-01
-1.247930297726508897e+01,-2.300635742289310226e+00,-5.870087549031147711e-01,-5.346173346877026944e+00,2.913040556446624962e-01,4.407146361928881984e-01,-2.899617322390783958e-01,-3.025823752616575713e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.949146381633277247e+00,1.081770239006415668e+00
-1.374279112030235694e+01,-2.009015013414568784e+00,-3.018183423971455004e-01,-5.758075239190892702e+00,4.053530171755418965e-01,6.828086418477941066e-01,-1.188849957573521049e-01,-2.700042101539388284e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.020596493665385296e+00,9.933625823434266700e-01
-1.393717895945583152e+01,-2.100565926091309876e+00,-6.909542571386075860e-01,-5.628634505216584039e+00,3.125271256411453757e-01,3.706712916026164706e-01,-8.847018844841673946e-02,-4.168454543129730405e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.666306689943222175e+00,7.108941552720774437e-01
-1.197711614637543143e+01,-2.512758964858084809e+00,-1.290979877973022383e+00,-4.846010864308789579e+00,2.059209458324959274e-02,7.692986733479609263e-02,-1.798250453289769180e-01,-2.452128104014282828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.985506451147380613e-02,5.962052415066421140e-01
-1.060157548989918475e+01,-2.841852549284765050e+00,-2.003622059148110868e+00,-3.899858392411501562e+00,-2.299289496303922320e-01,-2.451599144478664588e-02,-1.473329706704498421e-01,-1.258373915176786428e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.510015175087010553e+00,5.827761577140898597e-01
-1.009323825493905780e+01,-2.930054419125426080e+00,-1.899712326053282441e+00,-3.853411037111473370e+00,-2.597692564692266060e-01,-1.822827013454743073e-01,-1.557451946054042580e-01,-1.851602434304884803e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.892642175277109207e+00,1.209073881117277871e+00
-1.008634264066007979e+01,-2.950153273584226188e+00,-1.922435868131812109e+00,-3.714098760817955647e+00,-2.824398826578905508e-01,2.298212714442991744e-03,-1.446530414978516865e-01,-1.476157494753027044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.064142150258257313e+00,1.062384807873309578e+00
-1.016839881552044744e+01,-2.946287838442250617e+00,-2.166536797169547501e+00,-3.574995263351814057e+00,-2.780174561026555469e-01,-1.018919347167758227e-01,-9.638046192341051532e-02,-1.357454341800477249e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.385415169526282853e+00,6.147382207086196093e-01
-1.047009716078958697e+01,-2.867959409170023566e+00,-1.843380377527204406e+00,-3.841827550054091045e+00,-1.669710228742333491e-01,5.436466986099848520e-02,-2.075945724723374242e-01,3.261170611253186302e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.601893357069311019e-01,1.047469947062917850e+00
-1.088781838321307660e+01,-2.798637062089108341e+00,-1.565422835290751546e+00,-4.120231277332131015e+00,-7.473076008312000418e-02,1.099299344215446950e-01,-2.216569178395429163e-01,-6.842542661052544717e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.857367042126706225e-01,1.243199308236620393e+00
-1.176896675907874545e+01,-2.869515155948974883e+00,-1.689798834786469417e+00,-4.017676422188021235e+00,5.568692330189747852e-02,2.958600977175925295e-01,-2.854203937313892769e-01,-1.974791809235914852e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.902466846665090916e+00,1.769448959422111001e+00
-1.336107727195526529e+01,-2.069790969993277052e+00,-1.129140525658984817e+00,-5.101368660119183218e+00,3.190406319043441741e-01,1.912604732998473556e-01,-1.879282264012364645e-01,-3.789780987020132663e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.762010907489012013e+00,8.234106205290306901e-01
-6.305285571259185318e+00,-2.727335203549130949e+00,-1.342244338909494905e+00,-1.572348637664375159e+00,-5.698306987586173600e-01,-4.159092452792772510e-01,-9.992283680503639964e-02,9.700142298278456865e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.514306507190103845e-01,2.914961406262595589e-01
-6.797499088183728944e+00,-2.730179086976379121e+00,-1.579208303421381521e+00,-1.530669446322478811e+00,-5.860215437343719858e-01,-2.435730109673389931e-01,-7.098744515889049422e-02,9.440509355503442501e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.619342155536943162e-01,3.699689176133486579e-01
-6.854802875712308285e+00,-2.746824010411342609e+00,-1.461296728882007123e+00,-1.875798066339585679e+00,-5.109426900143845263e-01,-4.003011712192102167e-01,-2.547743491042632827e-02,8.326222598102079875e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.618642574315144189e-01,7.508142246921005736e-01
-6.526386413864980973e+00,-2.806311271727176315e+00,-1.209217741495310694e+00,-2.084131405059033160e+00,-5.108773834463514740e-01,-4.088983057216799555e-01,-1.253014640531676382e-01,8.891948537302269973e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.217505543966421855e-01,5.375872022286298790e-01
-6.595632803978672243e+00,-2.747848978666667996e+00,-1.189113918494252076e+00,-1.963812884447179385e+00,-5.351177714743118319e-01,-3.305006269642894456e-01,-1.661159485434572092e-01,1.002000183659479626e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.037133909132649912e+00,6.650090224951783480e-01
-7.365266750277410956e+00,-2.661814902198617716e+00,-1.960351977046854710e+00,-1.344101913860817010e+00,-5.469362791597773832e-01,-4.927695767408270949e-02,-7.649384149399152122e-02,1.116599769279542187e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.119383996503938938e+00,1.238775605184411654e+00
-7.530295324010093161e+00,-2.470875915339698636e+00,-2.407507509221105124e+00,-8.770526353421481680e-01,-4.091720420521126611e-01,-5.279083148991839947e-01,1.974191460651457120e-01,9.437578056416495720e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.162348648740997747e+00,9.970160480152759908e-01
-6.956771988968664111e+00,-2.480630812756459580e+00,-2.141434934355983088e+00,-9.483497621990872872e-01,-4.051266747593414430e-01,-6.496268783455841911e-01,8.388378099943323563e-02,9.724857761495545594e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.129827091042160392e-01,9.438394990674980889e-01
-7.013061313031963451e+00,-2.615131942651624186e+00,-1.950033402184317533e+00,-1.332227926701475829e+00,-4.112732094177384834e-01,-4.458898406921441016e-01,4.124484622024969516e-02,9.374225558538726855e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.159629322511981808e+00,1.335995883227185432e+00
-6.966691082604297591e+00,-2.606581433630607680e+00,-2.086567936649190713e+00,-9.536444793222551564e-01,-5.176662157889460047e-01,-3.079837312760713153e-01,3.519941487246047024e-02,8.491764020525156553e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.094271179734919386e+00,1.818035203179522830e+00
-5.254893460372481506e+00,-2.544589105045978794e+00,-1.903814998173907647e+00,-2.160107520580256957e-01,-4.673419996101445539e-01,-4.245985306377099699e-01,2.311386928382773709e-01,6.206317924011760523e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.251695162725665389e+00,1.074229491309930395e+00
-3.249503908525097629e+00,-2.303554264989105427e+00,-2.115889443390431612e+00,1.256872734134796277e+00,-9.257386645355672461e-02,2.874634724651939366e-01,2.870665433658263765e-01,3.133446521112411842e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.975343562731827873e+00,1.143285178772114774e+00
-4.724931413509777300e+00,-2.454642417186360781e+00,-2.126060463947075707e+00,4.518103253346154036e-01,-3.326970298402068260e-01,-1.048970428211630085e-01,4.360665433801012014e-01,3.363071167123936611e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.049631602086909865e+00,1.089537975474011322e+00
-5.122813458754474247e+00,-2.371520135957666309e+00,-2.651628576500488776e+00,8.233823390093145678e-01,-2.932113216363378405e-01,-1.484106318587315176e-01,4.604697743048813963e-01,3.408417915752105509e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.957727585863020536e-01,1.113921451449789046e+00
-5.661584115846205023e+00,-2.495051021474921971e+00,-1.630744548962983709e+00,-6.364031358417318041e-01,-4.628476161745245787e-01,-4.270087965322860724e-01,1.793212765814327647e-01,8.241945699198138797e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.397234236047366629e+00,1.171955630559447403e+00
-6.841697918638838694e+00,-2.499767933396553232e+00,-2.047997782534950684e+00,-7.642707284744956198e-01,-5.025838927570086545e-01,-4.776766239907323519e-01,2.213415140741920861e-01,6.878084531050159267e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.343126755254379745e+00,1.352810777603433712e+00
-3.961535002774778214e+00,-2.333619695416892181e+00,-1.473534177487867192e+00,-4.882456496256597916e-02,-3.367984770718835397e-01,-8.170258737647710934e-01,4.604841933693345490e-01,2.243829204389924947e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.560734939698427137e-01,1.129489265110559915e+00
-5.060427503669501448e+00,-2.461364506015659259e+00,-2.365466426530112631e+00,5.342410211312764723e-01,-3.681354044987595331e-01,-1.507792301849233962e-03,4.421282546160731353e-01,3.604632005839725206e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.138311825466260085e+00,1.524008202077666851e+00
-6.354207223932773374e+00,-2.651557886038133915e+00,-1.286739049943057545e+00,-1.461995627163242606e+00,-5.522455613978702882e-01,-4.654983500880147118e-01,1.583614112135920404e-01,6.727151532217203744e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.418905032486467821e+00,7.559689147048364033e-01
-6.869810570302434805e+00,-2.692859690176749865e+00,-1.217461303387036953e+00,-1.740741450975118898e+00,-5.840736686182359527e-01,-1.176868055588109890e-01,4.163719964299196497e-02,8.433786535037717247e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.913820267215591286e+00,3.865177874302770378e-01
-8.078833353210455925e+00,-2.679940529112498471e+00,-1.367958818680614863e+00,-2.306380046711845822e+00,-5.121968504837528524e-01,-3.064693557329631335e-02,-4.649206415441577839e-02,8.487484839329691999e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.491523688770975131e-01,5.652760387633618544e-01
-1.203467168674747612e+01,-2.523646427572273865e+00,-3.564949297834973052e+00,-2.029505756311590137e+00,-5.330247258887981232e-01,1.393396845307786069e+00,1.691198959804997987e-02,1.110384172002776504e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.439685624602948577e-01,2.401103912786822503e-01
-9.623863234567121339e+00,-2.649065808765078689e+00,-1.524422906463383853e+00,-2.800298536741393285e+00,-4.287317390375278148e-01,7.787326934605979245e-01,2.337586111931192617e-02,9.021951369221570260e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.894880451169233204e-01,9.335614602156604436e-01
-8.592427113934906657e+00,-2.639974945788277516e+00,-1.204951915087491443e+00,-2.431816476185697073e+00,-6.648365847950725716e-01,2.065929072255081600e-01,-1.978305007304259622e-01,9.610379331958003313e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081815875564881235e+00,1.511041031871739104e+00
-8.962913705837095790e+00,-2.578953722361340795e+00,-1.349717310945702575e+00,-2.658614112851055644e+00,-4.308599815628139096e-01,3.838345604135560696e-01,-7.998406143788651390e-02,1.098245023009169152e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.981501386564725742e+00,1.242311152650572348e+00
-7.494546898271723379e+00,-2.522728548972926088e+00,-8.665709546515319994e-01,-1.853506541454117640e+00,-7.405207011765916336e-01,-1.996629854688998784e-01,6.735238342003194156e-02,8.764915386170168965e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.238067964740018567e+00,6.899949275175895069e-01
-5.535610792430046168e+00,-2.563785628743060041e+00,-2.686015203646359706e-01,-1.724764795501529724e+00,-6.318434623585873489e-01,-6.693228138046365405e-01,2.265807300444072359e-01,6.520259792528281251e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.352926527969654735e+00,4.327516608864682701e-01
-5.366568965592859897e+00,-2.572819833386761346e+00,-5.484494135660397118e-01,-1.377341552238731115e+00,-7.254518336488873231e-01,-6.966908888477222339e-01,3.122127502478693195e-01,4.760177590691793137e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.455031057670019834e+00,4.227919109916807305e-01
